idhod,hodnota,vuk,vuk_text,stapro_kod,vuzemi_cis,vuzemi_kod,rok,casref_od,casref_do,vuzemi_txt
967420641,1,DEM0007,Živě narození,4355,43,535010,2021,2021-01-01,2021-12-31,Běleč
967420654,5,DEM0007,Živě narození,4355,43,535061,2021,2021-01-01,2021-12-31,Nebužely
967421853,12,DEM0007,Živě narození,4355,43,538825,2021,2021-01-01,2021-12-31,Struhařov
967422120,23,DEM0007,Živě narození,4355,43,539732,2021,2021-01-01,2021-12-31,Štěchovice
967422133,11,DEM0007,Živě narození,4355,43,539759,2021,2021-01-01,2021-12-31,Třebotov
967567708,8,DEM0007,Živě narození,4355,43,503142,2021,2021-01-01,2021-12-31,Jívová
967567728,13,DEM0007,Živě narození,4355,43,503738,2021,2021-01-01,2021-12-31,Majetín
967568719,1,DEM0007,Živě narození,4355,43,529915,2021,2021-01-01,2021-12-31,Vrbice
967571990,5,DEM0007,Živě narození,4355,43,540391,2021,2021-01-01,2021-12-31,Jesenice
967571995,29,DEM0007,Živě narození,4355,43,540404,2021,2021-01-01,2021-12-31,Jince
967571997,3,DEM0007,Živě narození,4355,43,540421,2021,2021-01-01,2021-12-31,Radkovice
967572984,11,DEM0007,Živě narození,4355,43,544892,2021,2021-01-01,2021-12-31,Olešník
967572989,3,DEM0007,Živě narození,4355,43,544906,2021,2021-01-01,2021-12-31,Seninka
967573010,5,DEM0007,Živě narození,4355,43,544965,2021,2021-01-01,2021-12-31,Radošovice
967573021,20,DEM0007,Živě narození,4355,43,544990,2021,2021-01-01,2021-12-31,Valašská Polanka
967570295,6,DEM0007,Živě narození,4355,43,534871,2021,2021-01-01,2021-12-31,Velenka
967570314,3,DEM0007,Živě narození,4355,43,534943,2021,2021-01-01,2021-12-31,Kouty
967571298,3,DEM0007,Živě narození,4355,43,538035,2021,2021-01-01,2021-12-31,Žehuň
967571313,207,DEM0007,Živě narození,4355,43,538094,2021,2021-01-01,2021-12-31,Brandýs nad Labem-Stará Boleslav
967572527,0,DEM0007,Živě narození,4355,43,542059,2021,2021-01-01,2021-12-31,Mlýnské Struhadlo
967572534,1,DEM0007,Živě narození,4355,43,542091,2021,2021-01-01,2021-12-31,Horská Kvilda
967572576,4,DEM0007,Živě narození,4355,43,542211,2021,2021-01-01,2021-12-31,Panoší Újezd
967573854,5,DEM0007,Živě narození,4355,43,548065,2021,2021-01-01,2021-12-31,Obědovice
967573868,5,DEM0007,Živě narození,4355,43,548090,2021,2021-01-01,2021-12-31,Kaliště
967570861,4,DEM0007,Živě narození,4355,43,536636,2021,2021-01-01,2021-12-31,Skalsko
967577320,2,DEM0007,Živě narození,4355,43,561975,2021,2021-01-01,2021-12-31,Zajíčkov
967577330,4,DEM0007,Živě narození,4355,43,561991,2021,2021-01-01,2021-12-31,Prysk
967574508,3,DEM0007,Živě narození,4355,43,550183,2021,2021-01-01,2021-12-31,Dub
967574517,1,DEM0007,Živě narození,4355,43,550205,2021,2021-01-01,2021-12-31,Horní Vltavice
967582104,1,DEM0007,Živě narození,4355,43,578223,2021,2021-01-01,2021-12-31,Nehodiv
967579407,4,DEM0007,Živě narození,4355,43,568899,2021,2021-01-01,2021-12-31,Kozlov
967579435,5,DEM0007,Živě narození,4355,43,569003,2021,2021-01-01,2021-12-31,Liboš
967580334,5,DEM0007,Živě narození,4355,43,571822,2021,2021-01-01,2021-12-31,Míčov-Sušice
967580644,3,DEM0007,Živě narození,4355,43,572764,2021,2021-01-01,2021-12-31,Chrtníky
967581639,4,DEM0007,Živě narození,4355,43,576352,2021,2021-01-01,2021-12-31,Jílovice
967581646,4,DEM0007,Živě narození,4355,43,576387,2021,2021-01-01,2021-12-31,Kostelecké Horky
967581661,4,DEM0007,Živě narození,4355,43,576433,2021,2021-01-01,2021-12-31,Ledce
967578950,578,DEM0007,Živě narození,4355,43,567027,2021,2021-01-01,2021-12-31,Most
967578976,15,DEM0007,Živě narození,4355,43,567175,2021,2021-01-01,2021-12-31,Horní Jiřetín
967578979,3,DEM0007,Živě narození,4355,43,567191,2021,2021-01-01,2021-12-31,Klíny
967583580,7,DEM0007,Živě narození,4355,43,583693,2021,2021-01-01,2021-12-31,Pravlov
967584563,2,DEM0007,Živě narození,4355,43,587419,2021,2021-01-01,2021-12-31,Kostelní Myslová
967584575,0,DEM0007,Živě narození,4355,43,587451,2021,2021-01-01,2021-12-31,Lhotka
967584859,5,DEM0007,Živě narození,4355,43,588377,2021,2021-01-01,2021-12-31,Brusné
967584869,83,DEM0007,Živě narození,4355,43,588393,2021,2021-01-01,2021-12-31,Bystřice pod Hostýnem
967585712,4,DEM0007,Živě narození,4355,43,591611,2021,2021-01-01,2021-12-31,Rokytnice nad Rokytnou
967585750,2,DEM0007,Živě narození,4355,43,591785,2021,2021-01-01,2021-12-31,Sudice
967585758,2,DEM0007,Živě narození,4355,43,591807,2021,2021-01-01,2021-12-31,Šebkovice
967584126,14,DEM0007,Živě narození,4355,43,585998,2021,2021-01-01,2021-12-31,Zádveřice-Raková
967587560,5,DEM0007,Živě narození,4355,43,598313,2021,2021-01-01,2021-12-31,Trnová
967586554,0,DEM0007,Živě narození,4355,43,594598,2021,2021-01-01,2021-12-31,Oslnovice
967586574,3,DEM0007,Živě narození,4355,43,594709,2021,2021-01-01,2021-12-31,Prosiměřice
967586584,0,DEM0007,Živě narození,4355,43,594741,2021,2021-01-01,2021-12-31,Rudlice
967586595,0,DEM0007,Živě narození,4355,43,594776,2021,2021-01-01,2021-12-31,Slatina
967588129,5933,DEM0007,Živě narození,4355,100,3042,2021,2021-01-01,2021-12-31,Plzeňský kraj
967587131,1,DEM0007,Živě narození,4355,43,596582,2021,2021-01-01,2021-12-31,Rojetín
967587139,4,DEM0007,Živě narození,4355,43,596612,2021,2021-01-01,2021-12-31,Rovečné
967418599,17,DEM0007,Živě narození,4355,43,513491,2021,2021-01-01,2021-12-31,Horní Moštěnice
967418606,3,DEM0007,Živě narození,4355,43,513539,2021,2021-01-01,2021-12-31,Velká Lečice
967418613,3,DEM0007,Živě narození,4355,43,513571,2021,2021-01-01,2021-12-31,Občov
967418622,4,DEM0007,Živě narození,4355,43,513636,2021,2021-01-01,2021-12-31,Hrabůvka
967418639,1,DEM0007,Živě narození,4355,43,513717,2021,2021-01-01,2021-12-31,Urbanice
967418651,20,DEM0007,Živě narození,4355,43,513768,2021,2021-01-01,2021-12-31,Hustopeče nad Bečvou
967418657,2,DEM0007,Živě narození,4355,43,513890,2021,2021-01-01,2021-12-31,Skalka u Doks
967420054,3,DEM0007,Živě narození,4355,43,533084,2021,2021-01-01,2021-12-31,Kladruby
967419652,5,DEM0007,Živě narození,4355,43,531880,2021,2021-01-01,2021-12-31,Trubská
967420686,7,DEM0007,Živě narození,4355,43,535141,2021,2021-01-01,2021-12-31,Ovčáry
967420704,24,DEM0007,Živě narození,4355,43,535206,2021,2021-01-01,2021-12-31,Dobrá Voda u Českých Budějovic
967421078,30,DEM0007,Živě narození,4355,43,536270,2021,2021-01-01,2021-12-31,Luštěnice
967422165,16,DEM0007,Živě narození,4355,43,539902,2021,2021-01-01,2021-12-31,Zvole
967422214,17,DEM0007,Živě narození,4355,43,540030,2021,2021-01-01,2021-12-31,Lipová-lázně
967568733,1,DEM0007,Živě narození,4355,43,529966,2021,2021-01-01,2021-12-31,Buzice
967569314,6,DEM0007,Živě narození,4355,43,531782,2021,2021-01-01,2021-12-31,Suchomasty
967569317,3,DEM0007,Živě narození,4355,43,531791,2021,2021-01-01,2021-12-31,Svatá
967570043,6,DEM0007,Živě narození,4355,43,534102,2021,2021-01-01,2021-12-31,Chotusice
967570054,5,DEM0007,Živě narození,4355,43,534153,2021,2021-01-01,2021-12-31,Krchleby
967571343,19,DEM0007,Živě narození,4355,43,538221,2021,2021-01-01,2021-12-31,Horoušany
967571352,24,DEM0007,Živě narození,4355,43,538272,2021,2021-01-01,2021-12-31,Jirny
967572265,3,DEM0007,Živě narození,4355,43,541290,2021,2021-01-01,2021-12-31,Horní Kozolupy
967573578,0,DEM0007,Živě narození,4355,43,546933,2021,2021-01-01,2021-12-31,Okřešice
967573595,8,DEM0007,Živě narození,4355,43,547018,2021,2021-01-01,2021-12-31,Střeň
967573606,16,DEM0007,Živě narození,4355,43,547077,2021,2021-01-01,2021-12-31,Samotišky
967571891,2,DEM0007,Živě narození,4355,43,540048,2021,2021-01-01,2021-12-31,Buš
967574215,14,DEM0007,Živě narození,4355,43,549266,2021,2021-01-01,2021-12-31,Bernartice
967574227,0,DEM0007,Živě narození,4355,43,549282,2021,2021-01-01,2021-12-31,Butoves
967574237,0,DEM0007,Živě narození,4355,43,549321,2021,2021-01-01,2021-12-31,Cerhonice
967575242,11,DEM0007,Živě narození,4355,43,552674,2021,2021-01-01,2021-12-31,Střítež
967576541,7,DEM0007,Živě narození,4355,43,559202,2021,2021-01-01,2021-12-31,Manětín
967576556,1,DEM0007,Živě narození,4355,43,559253,2021,2021-01-01,2021-12-31,Nadryby
967576564,7,DEM0007,Živě narození,4355,43,559261,2021,2021-01-01,2021-12-31,Nečtiny
967574795,0,DEM0007,Živě narození,4355,43,551121,2021,2021-01-01,2021-12-31,Hoštice
967582120,10,DEM0007,Živě narození,4355,43,578258,2021,2021-01-01,2021-12-31,Korouhev
967579126,9,DEM0007,Živě narození,4355,43,567841,2021,2021-01-01,2021-12-31,Světec
967580392,1,DEM0007,Živě narození,4355,43,571989,2021,2021-01-01,2021-12-31,Dobšín
967578689,7,DEM0007,Živě narození,4355,43,566233,2021,2021-01-01,2021-12-31,Chlumčany
967578695,0,DEM0007,Živě narození,4355,43,566250,2021,2021-01-01,2021-12-31,Vlkanov
967579974,5,DEM0007,Živě narození,4355,43,570796,2021,2021-01-01,2021-12-31,Sendražice
967580003,9,DEM0007,Živě narození,4355,43,570907,2021,2021-01-01,2021-12-31,Sovětice
967580013,1,DEM0007,Živě narození,4355,43,570923,2021,2021-01-01,2021-12-31,Přepeře
967580912,0,DEM0007,Živě narození,4355,43,573531,2021,2021-01-01,2021-12-31,Puchlovice
967583283,3,DEM0007,Živě narození,4355,43,582662,2021,2021-01-01,2021-12-31,Vísky
967583308,6,DEM0007,Živě narození,4355,43,582751,2021,2021-01-01,2021-12-31,Žďárná
967584599,1,DEM0007,Živě narození,4355,43,587532,2021,2021-01-01,2021-12-31,Mirošov
967584617,2,DEM0007,Živě narození,4355,43,587575,2021,2021-01-01,2021-12-31,Nadějov
967586117,3,DEM0007,Živě narození,4355,43,593184,2021,2021-01-01,2021-12-31,Kožušice
967582852,1,DEM0007,Živě narození,4355,43,581003,2021,2021-01-01,2021-12-31,Sudislav nad Orlicí
967585143,7,DEM0007,Živě narození,4355,43,589489,2021,2021-01-01,2021-12-31,Dřevnovice
967585149,8,DEM0007,Živě narození,4355,43,589501,2021,2021-01-01,2021-12-31,Hluchov
967587566,1,DEM0007,Živě narození,4355,43,598330,2021,2021-01-01,2021-12-31,Tušovice
967587589,1,DEM0007,Živě narození,4355,43,598429,2021,2021-01-01,2021-12-31,Trhové Dušníky
967587592,1,DEM0007,Živě narození,4355,43,598437,2021,2021-01-01,2021-12-31,Vševily
967417615,159,DEM0007,Živě narození,4355,65,6107,2021,2021-01-01,2021-12-31,Náměšť nad Oslavou
967417558,236,DEM0007,Živě narození,4355,65,5306,2021,2021-01-01,2021-12-31,Lanškroun
967417570,182,DEM0007,Živě narození,4355,65,5310,2021,2021-01-01,2021-12-31,Polička
967419696,12,DEM0007,Živě narození,4355,43,531995,2021,2021-01-01,2021-12-31,Zaječov
967419731,0,DEM0007,Živě narození,4355,43,532096,2021,2021-01-01,2021-12-31,Borovnice
967420762,11,DEM0007,Živě narození,4355,43,535362,2021,2021-01-01,2021-12-31,Záryby
967420782,4,DEM0007,Živě narození,4355,43,535435,2021,2021-01-01,2021-12-31,Neplachov
967421107,4,DEM0007,Živě narození,4355,43,536377,2021,2021-01-01,2021-12-31,Nová Telib
967421116,5,DEM0007,Živě narození,4355,43,536393,2021,2021-01-01,2021-12-31,Jestřebí
967421130,7,DEM0007,Živě narození,4355,43,536431,2021,2021-01-01,2021-12-31,Petkovy
967422224,8,DEM0007,Živě narození,4355,43,540072,2021,2021-01-01,2021-12-31,Čenkov
967422228,2,DEM0007,Živě narození,4355,43,540081,2021,2021-01-01,2021-12-31,Čím
967422264,4,DEM0007,Živě narození,4355,43,540188,2021,2021-01-01,2021-12-31,Drhovy
967422286,7,DEM0007,Živě narození,4355,43,540242,2021,2021-01-01,2021-12-31,Hluboš
967423354,0,DEM0007,Živě narození,4355,43,545091,2021,2021-01-01,2021-12-31,Střížov
967423362,13,DEM0007,Živě narození,4355,43,545121,2021,2021-01-01,2021-12-31,Ševětín
967566707,714,DEM0007,Živě narození,4355,101,40550,2021,2021-01-01,2021-12-31,Semily
967566718,851,DEM0007,Živě narození,4355,101,40576,2021,2021-01-01,2021-12-31,Jičín
967571057,4,DEM0007,Živě narození,4355,43,537276,2021,2021-01-01,2021-12-31,Kamenné Zboží
967571066,5,DEM0007,Živě narození,4355,43,537292,2021,2021-01-01,2021-12-31,Kněžice
967571073,6,DEM0007,Živě narození,4355,43,537314,2021,2021-01-01,2021-12-31,Kostelní Lhota
967571096,7,DEM0007,Živě narození,4355,43,537390,2021,2021-01-01,2021-12-31,Krchleby
967572314,1,DEM0007,Živě narození,4355,43,541435,2021,2021-01-01,2021-12-31,Únehle
967570615,3,DEM0007,Živě narození,4355,43,535885,2021,2021-01-01,2021-12-31,Hoštejn
967570635,4,DEM0007,Živě narození,4355,43,535940,2021,2021-01-01,2021-12-31,Mazelov
967571623,12,DEM0007,Živě narození,4355,43,539155,2021,2021-01-01,2021-12-31,Čisovice
967572859,12,DEM0007,Živě narození,4355,43,544515,2021,2021-01-01,2021-12-31,Horní Stropnice
967572872,1,DEM0007,Živě narození,4355,43,544540,2021,2021-01-01,2021-12-31,Hranice
967575253,2,DEM0007,Živě narození,4355,43,552712,2021,2021-01-01,2021-12-31,Mlýny
967575272,5,DEM0007,Živě narození,4355,43,552763,2021,2021-01-01,2021-12-31,Nová Ves u Chýnova
967575299,5,DEM0007,Živě narození,4355,43,552844,2021,2021-01-01,2021-12-31,Olšovec
967576569,3,DEM0007,Živě narození,4355,43,559288,2021,2021-01-01,2021-12-31,Nevřeň
967576584,1,DEM0007,Živě narození,4355,43,559369,2021,2021-01-01,2021-12-31,Plešnice
967577564,11,DEM0007,Živě narození,4355,43,562718,2021,2021-01-01,2021-12-31,Malšovice
967577569,3,DEM0007,Živě narození,4355,43,562726,2021,2021-01-01,2021-12-31,Báňovice
967577584,20,DEM0007,Živě narození,4355,43,562751,2021,2021-01-01,2021-12-31,Mikulášovice
967577594,7,DEM0007,Živě narození,4355,43,562793,2021,2021-01-01,2021-12-31,Rybniště
967574804,2,DEM0007,Živě narození,4355,43,551180,2021,2021-01-01,2021-12-31,Kadov
967574826,4,DEM0007,Živě narození,4355,43,551350,2021,2021-01-01,2021-12-31,Lnáře
967574834,3,DEM0007,Živě narození,4355,43,551392,2021,2021-01-01,2021-12-31,Mečichov
967575817,980,DEM0007,Živě narození,4355,43,554804,2021,2021-01-01,2021-12-31,Ústí nad Labem
967579168,16,DEM0007,Živě narození,4355,43,568058,2021,2021-01-01,2021-12-31,Libouchec
967580100,4,DEM0007,Živě narození,4355,43,571181,2021,2021-01-01,2021-12-31,Běstvina
967580122,5,DEM0007,Živě narození,4355,43,571237,2021,2021-01-01,2021-12-31,Bousov
967581393,19,DEM0007,Živě narození,4355,43,575372,2021,2021-01-01,2021-12-31,Mikulovice
967579698,0,DEM0007,Živě narození,4355,43,569771,2021,2021-01-01,2021-12-31,Suchonice
967579720,2,DEM0007,Živě narození,4355,43,569879,2021,2021-01-01,2021-12-31,Blešno
967580942,2,DEM0007,Živě narození,4355,43,573621,2021,2021-01-01,2021-12-31,Hvozdnice
967580948,4,DEM0007,Živě narození,4355,43,573639,2021,2021-01-01,2021-12-31,Třtěnice
967581950,5,DEM0007,Živě narození,4355,43,577596,2021,2021-01-01,2021-12-31,Tatobity
967581961,121,DEM0007,Živě narození,4355,43,577626,2021,2021-01-01,2021-12-31,Turnov
967583337,30,DEM0007,Živě narození,4355,43,582859,2021,2021-01-01,2021-12-31,Blučina
967584307,45,DEM0007,Živě narození,4355,43,586587,2021,2021-01-01,2021-12-31,Strážnice
967584326,10,DEM0007,Živě narození,4355,43,586668,2021,2021-01-01,2021-12-31,Těmice
967584343,22,DEM0007,Živě narození,4355,43,586714,2021,2021-01-01,2021-12-31,Velká nad Veličkou
967586136,8,DEM0007,Živě narození,4355,43,593265,2021,2021-01-01,2021-12-31,Lovčičky
967586141,9,DEM0007,Živě narození,4355,43,593273,2021,2021-01-01,2021-12-31,Luleč
967582592,88,DEM0007,Živě narození,4355,43,579858,2021,2021-01-01,2021-12-31,Vrchlabí
967582602,31,DEM0007,Živě narození,4355,43,579874,2021,2021-01-01,2021-12-31,Žacléř
967583863,30,DEM0007,Živě narození,4355,43,584797,2021,2021-01-01,2021-12-31,Podivín
967585194,25,DEM0007,Živě narození,4355,43,589624,2021,2021-01-01,2021-12-31,Konice
967586628,25,DEM0007,Živě narození,4355,43,594873,2021,2021-01-01,2021-12-31,Šanov
967586630,13,DEM0007,Živě narození,4355,43,594881,2021,2021-01-01,2021-12-31,Šatov
967587629,39,DEM0007,Živě narození,4355,43,598569,2021,2021-01-01,2021-12-31,Paskov
967417593,198,DEM0007,Živě narození,4355,65,6101,2021,2021-01-01,2021-12-31,Bystřice nad Pernštejnem
967417610,263,DEM0007,Živě narození,4355,65,6106,2021,2021-01-01,2021-12-31,Moravské Budějovice
967418008,21,DEM0007,Živě narození,4355,43,502235,2021,2021-01-01,2021-12-31,Hněvotín
967417626,89,DEM0007,Živě narození,4355,65,6109,2021,2021-01-01,2021-12-31,Pacov
967417635,189,DEM0007,Živě narození,4355,65,6111,2021,2021-01-01,2021-12-31,Světlá nad Sázavou
967419768,7,DEM0007,Živě narození,4355,43,532207,2021,2021-01-01,2021-12-31,Černuc
967419777,25,DEM0007,Živě narození,4355,43,532223,2021,2021-01-01,2021-12-31,Doksy
967421178,3,DEM0007,Živě narození,4355,43,536598,2021,2021-01-01,2021-12-31,Tchořovice
967421192,0,DEM0007,Živě narození,4355,43,536644,2021,2021-01-01,2021-12-31,Nebřehovice
967421216,10,DEM0007,Živě narození,4355,43,536733,2021,2021-01-01,2021-12-31,Kolšov
967421223,1,DEM0007,Živě narození,4355,43,536750,2021,2021-01-01,2021-12-31,Kváskovice
967422329,3,DEM0007,Živě narození,4355,43,540366,2021,2021-01-01,2021-12-31,Maletín
967566743,1077,DEM0007,Živě narození,4355,101,40631,2021,2021-01-01,2021-12-31,Svitavy
967567744,12,DEM0007,Živě narození,4355,43,504441,2021,2021-01-01,2021-12-31,Náklo
967567757,4,DEM0007,Živě narození,4355,43,504921,2021,2021-01-01,2021-12-31,Třibřichy
967567768,3,DEM0007,Živě narození,4355,43,505030,2021,2021-01-01,2021-12-31,Dolní Bezděkov
967572051,3,DEM0007,Živě narození,4355,43,540595,2021,2021-01-01,2021-12-31,Palonín
967572058,6,DEM0007,Živě narození,4355,43,540609,2021,2021-01-01,2021-12-31,Pavlov
967572060,0,DEM0007,Živě narození,4355,43,540617,2021,2021-01-01,2021-12-31,Líšina
967573041,232,DEM0007,Živě narození,4355,43,545058,2021,2021-01-01,2021-12-31,Valašské Meziříčí
967573357,0,DEM0007,Živě narození,4355,43,546178,2021,2021-01-01,2021-12-31,Úherce
967570366,0,DEM0007,Živě narození,4355,43,535125,2021,2021-01-01,2021-12-31,Bílichov
967571630,6,DEM0007,Živě narození,4355,43,539171,2021,2021-01-01,2021-12-31,Dobrovíz
967571677,8,DEM0007,Živě narození,4355,43,539317,2021,2021-01-01,2021-12-31,Jeneč
967572898,33,DEM0007,Živě narození,4355,43,544663,2021,2021-01-01,2021-12-31,Kamenný Újezd
967577373,3,DEM0007,Živě narození,4355,43,562122,2021,2021-01-01,2021-12-31,Boudy
967577618,62,DEM0007,Živě narození,4355,43,562858,2021,2021-01-01,2021-12-31,Šluknov
967574535,6,DEM0007,Živě narození,4355,43,550264,2021,2021-01-01,2021-12-31,Chroboly
967574550,2,DEM0007,Živě narození,4355,43,550311,2021,2021-01-01,2021-12-31,Třesov
967574554,10,DEM0007,Živě narození,4355,43,550329,2021,2021-01-01,2021-12-31,Ktiš
967575874,644,DEM0007,Živě narození,4355,43,555088,2021,2021-01-01,2021-12-31,Havířov
967576860,21,DEM0007,Živě narození,4355,43,560545,2021,2021-01-01,2021-12-31,Lomnice
967581116,2,DEM0007,Živě narození,4355,43,574155,2021,2021-01-01,2021-12-31,Jetřichov
967581120,2,DEM0007,Živě narození,4355,43,574171,2021,2021-01-01,2021-12-31,Křinice
967581142,18,DEM0007,Živě narození,4355,43,574252,2021,2021-01-01,2021-12-31,Meziměstí
